ts;dist;se_frame_number;g_direction_x;g_direction_y;g_direction_z;g_direction_q;g_heading;g_pitch;h_heading;c_vel;c_yaw;gps_speed;latitude;longitude;session_id;lap;scenecam_x;scenecam_y
2.306273003551378224e+03;1.040249470663172360e+03;2.184600000000000000e+05;2.624786198139190674e-01;1.348811108618974686e-02;-9.648435115814208984e-01;7.390254139900207520e-01;2.656147181987762451e-01;1.348851993680000305e-02;1.592740118503570557e-01;4.700000000000000000e+01;4.770000000000000000e+02;1.349775512281395962e+01;6.027467327802614250e+01;2.508652489921749407e+01;2.011080101000000000e+09;1.000000000000000000e+00;4.400244479761119578e+02;2.004890856520009379e+02
2.306289672174779298e+03;1.040505914952021612e+03;2.184610000000000000e+05;2.782249748706817627e-01;-3.795488923788070679e-02;-9.597657322883605957e-01;7.089570164680480957e-01;2.821544706821441650e-01;-3.796400874853134155e-02;1.598156988620758057e-01;4.700000000000000000e+01;4.770000000000000000e+02;1.348145148858468723e+01;6.027467432624421662e+01;2.508652091598893108e+01;2.011080101000000000e+09;1.000000000000000000e+00;4.478927070013631919e+02;2.267290922367202768e+02
2.306306340798180372e+03;1.040762359240870865e+03;2.184620000000000000e+05;2.406841814517974854e-01;-4.606433585286140442e-02;-9.695097804069519043e-01;7.787624001502990723e-01;2.433342188596725464e-01;-4.608064144849777222e-02;1.617204993963241577e-01;4.700000000000000000e+01;4.770000000000000000e+02;1.346514785435541484e+01;6.027467537446229784e+01;2.508651693276036454e+01;2.011080101000000000e+09;1.000000000000000000e+00;4.264002737645606658e+02;2.321696716679126382e+02
2.306323009421581901e+03;1.041018803529726938e+03;2.184630000000000000e+05;2.312228828668594360e-01;-5.000198259949684143e-02;-9.716150164604187012e-01;7.954113483428955078e-01;2.336321175098419189e-01;-5.002284049987792969e-02;1.612239181995391846e-01;4.700000000000000000e+01;4.770000000000000000e+02;1.344884422012569836e+01;6.027467642268037196e+01;2.508651294953180155e+01;2.011080101000000000e+09;1.000000000000000000e+00;4.209685323678803570e+02;2.344470132491797187e+02
2.306339678044982975e+03;1.041275247818576190e+03;2.184640000000000000e+05;3.011724650859832764e-01;-7.102902978658676147e-02;-9.509206414222717285e-01;7.201167941093444824e-01;3.067218065261840820e-01;-7.108888775110244751e-02;1.773806512355804443e-01;4.700000000000000000e+01;4.770000000000000000e+02;1.343254058589642597e+01;6.027467747089844607e+01;2.508650896630323501e+01;2.011080101000000000e+09;1.000000000000000000e+00;4.604059633062244075e+02;2.426336176375455977e+02
2.306356346668384049e+03;1.041531692107425215e+03;2.184660000000000000e+05;2.982594072818756104e-01;-4.041447862982749939e-02;-9.536288380622863770e-01;7.377713918685913086e-01;3.031240403652191162e-01;-4.042548686265945435e-02;1.697562783956527710e-01;4.600000000000000000e+01;4.770000000000000000e+02;1.341623695166715358e+01;6.027467851911652019e+01;2.508650498307467203e+01;2.011080101000000000e+09;1.000000000000000000e+00;4.592838273881005762e+02;2.271527529951498252e+02
2.306373015291785123e+03;1.041788136396274467e+03;2.184660000000000000e+05;3.649471998214721680e-01;-1.025722697377204895e-01;-9.253607392311096191e-01;7.859581112861633301e-01;3.756553828716278076e-01;-1.027529910206794739e-01;1.602055430412292480e-01;4.600000000000000000e+01;4.770000000000000000e+02;1.339993331743788119e+01;6.027467956733459431e+01;2.508650099984610549e+01;2.011080101000000000e+09;1.000000000000000000e+00;4.966050146984135267e+02;2.549217223405624679e+02
2.306389683915186197e+03;1.042044580685123719e+03;2.184670000000000000e+05;3.649471998214721680e-01;-1.025722697377204895e-01;-9.253607392311096191e-01;7.859581112861633301e-01;3.756553828716278076e-01;-1.027529910206794739e-01;1.602055430412292480e-01;4.600000000000000000e+01;4.770000000000000000e+02;1.338362968320861057e+01;6.027468061555266843e+01;2.508649701661754250e+01;2.011080101000000000e+09;1.000000000000000000e+00;4.966050146984135267e+02;2.549217223405624679e+02
2.306406352538587726e+03;1.042301024973979793e+03;2.184680000000000000e+05;4.218966662883758545e-01;6.629232757404679433e-06;-9.066439270973205566e-01;7.948637604713439941e-01;4.355362951755523682e-01;6.629241852351697162e-06;1.622207015752792358e-01;4.600000000000000000e+01;4.770000000000000000e+02;1.336732604897889232e+01;6.027468166377074965e+01;2.508649303338897596e+01;2.011080101000000000e+09;1.000000000000000000e+00;5.315281857488405421e+02;1.983342693711068421e+02
2.306423021161988800e+03;1.042557469262829045e+03;2.184690000000000000e+05;4.194402992725372314e-01;3.064626455307006836e-02;-9.072654843330383301e-01;7.847714424133300781e-01;4.330458045005798340e-01;3.065106272697448730e-02;1.709010899066925049e-01;4.600000000000000000e+01;4.770000000000000000e+02;1.335102241474962170e+01;6.027468271198882377e+01;2.508648905016040942e+01;2.011080101000000000e+09;1.000000000000000000e+00;5.308184956035421465e+02;1.823359451276341474e+02
2.306439689785389874e+03;1.042813913551678297e+03;2.184700000000000000e+05;4.031262099742889404e-01;-1.947007328271865845e-02;-9.149372577667236328e-01;8.266947865486145020e-01;4.150138795375823975e-01;-1.947130262851715088e-02;1.699363738298416138e-01;4.600000000000000000e+01;4.770000000000000000e+02;1.333471878052034931e+01;6.027468376020689789e+01;2.508648506693184643e+01;2.011080101000000000e+09;1.000000000000000000e+00;5.201725717758170049e+02;2.099957116024573338e+02
2.306456358408790948e+03;1.043070357840527322e+03;2.184720000000000000e+05;4.119295477867126465e-01;3.510762751102447510e-02;-9.105391502380371094e-01;8.175449371337890625e-01;4.248494803905487061e-01;3.511484339833259583e-02;2.017260491847991943e-01;4.600000000000000000e+01;4.770000000000000000e+02;1.331841514629107692e+01;6.027468480842497200e+01;2.508648108370327989e+01;2.011080101000000000e+09;1.000000000000000000e+00;5.265515536329312454e+02;1.805627707328427789e+02
2.306473027032192476e+03;1.043326802129383623e+03;2.184720000000000000e+05;3.870257735252380371e-01;2.868377044796943665e-02;-9.216226339340209961e-01;8.256546258926391602e-01;3.975765705108642578e-01;2.868770435452461243e-02;1.918776482343673706e-01;4.600000000000000000e+01;4.760000000000000000e+02;1.330211151206136044e+01;6.027468585664304612e+01;2.508647710047471691e+01;2.011080101000000000e+09;1.000000000000000000e+00;5.119123855654871704e+02;1.858694812869271118e+02
2.306489695655593550e+03;1.043583246418232875e+03;2.184730000000000000e+05;3.870257735252380371e-01;2.868377044796943665e-02;-9.216226339340209961e-01;8.256546258926391602e-01;3.975765705108642578e-01;2.868770435452461243e-02;1.918776482343673706e-01;4.600000000000000000e+01;4.760000000000000000e+02;1.328580787783208805e+01;6.027468690486112024e+01;2.508647311724615037e+01;2.011080101000000000e+09;1.000000000000000000e+00;5.119123855654871704e+02;1.858694812869271118e+02
2.306506364278994624e+03;1.043839690707081900e+03;2.184740000000000000e+05;4.182892441749572754e-01;-7.398003246635198593e-03;-9.082837700843811035e-01;8.125560879707336426e-01;4.315736591815948486e-01;-7.398070767521858215e-03;1.673685163259506226e-01;4.600000000000000000e+01;4.760000000000000000e+02;1.326950424360281566e+01;6.027468795307920146e+01;2.508646913401758738e+01;2.011080101000000000e+09;1.000000000000000000e+00;5.292605461667698137e+02;2.025075073028249903e+02
2.306523032902395698e+03;1.044096134995931152e+03;2.184750000000000000e+05;4.292494058609008789e-01;4.127681627869606018e-02;-9.022423028945922852e-01;7.671997547149658203e-01;4.440670013427734375e-01;4.128854721784591675e-02;1.729880422353744507e-01;4.600000000000000000e+01;4.760000000000000000e+02;1.325320060937354327e+01;6.027468900129727558e+01;2.508646515078902084e+01;2.011080101000000000e+09;1.000000000000000000e+00;5.368162797808311097e+02;1.758330389778003280e+02
2.306539701525796772e+03;1.044352579284780404e+03;2.184760000000000000e+05;4.171475172042846680e-01;4.071538895368576050e-02;-9.079263210296630859e-01;8.010268211364746094e-01;4.306854009628295898e-01;4.072664678096771240e-02;1.695002168416976929e-01;4.600000000000000000e+01;4.750000000000000000e+02;1.323689697514427266e+01;6.027469004951534970e+01;2.508646116756045785e+01;2.011080101000000000e+09;1.000000000000000000e+00;5.297364361109646325e+02;1.771430363083447617e+02
2.306556370149198301e+03;1.044609023573636478e+03;2.184780000000000000e+05;4.210377335548400879e-01;3.248227015137672424e-02;-9.064612984657287598e-01;7.664021849632263184e-01;4.348341822624206543e-01;3.248798474669456482e-02;1.785358339548110962e-01;4.600000000000000000e+01;4.740000000000000000e+02;1.322059334091455440e+01;6.027469109773342382e+01;2.508645718433189131e+01;2.011080101000000000e+09;1.000000000000000000e+00;5.317965115405077086e+02;1.812254088139370367e+02
2.306573038772599375e+03;1.044865467862485730e+03;2.184780000000000000e+05;4.456061720848083496e-01;-2.881067804992198944e-02;-8.947653770446777344e-01;7.818149924278259277e-01;4.620579779148101807e-01;-2.881466597318649292e-02;1.706201434135437012e-01;4.600000000000000000e+01;4.740000000000000000e+02;1.320428970668528379e+01;6.027469214595149793e+01;2.508645320110332833e+01;2.011080101000000000e+09;1.000000000000000000e+00;5.447889018900798419e+02;2.112759830913157657e+02
2.306589707396000449e+03;1.045121912151334982e+03;2.184790000000000000e+05;4.456061720848083496e-01;-2.881067804992198944e-02;-8.947653770446777344e-01;7.818149924278259277e-01;4.620579779148101807e-01;-2.881466597318649292e-02;1.706201434135437012e-01;4.600000000000000000e+01;4.740000000000000000e+02;1.318798607245601140e+01;6.027469319416957205e+01;2.508644921787476179e+01;2.011080101000000000e+09;1.000000000000000000e+00;5.447889018900798419e+02;2.112759830913157657e+02
2.306606376019401523e+03;1.045378356440184007e+03;2.184810000000000000e+05;3.922129869461059570e-01;1.371644716709852219e-02;-9.197721481323242188e-01;7.578265070915222168e-01;4.030762314796447754e-01;1.371687743812799454e-02;1.507332175970077515e-01;4.600000000000000000e+01;4.730000000000000000e+02;1.317168243822673901e+01;6.027469424238765328e+01;2.508644523464619880e+01;2.011080101000000000e+09;1.000000000000000000e+00;5.145623091105187541e+02;1.934311218976064595e+02
2.306623044642803052e+03;1.045634800729040307e+03;2.184810000000000000e+05;3.696841895580291748e-01;-2.449630759656429291e-02;-9.288344979286193848e-01;7.539608478546142578e-01;3.787885606288909912e-01;-2.449875883758068085e-02;1.511054039001464844e-01;4.600000000000000000e+01;4.730000000000000000e+02;1.315537880399702253e+01;6.027469529060572739e+01;2.508644125141763226e+01;2.011080101000000000e+09;1.000000000000000000e+00;5.006711649489729439e+02;2.149879585178346986e+02
2.306639713266204126e+03;1.045891245017889332e+03;2.184820000000000000e+05;3.696841895580291748e-01;-2.449630759656429291e-02;-9.288344979286193848e-01;7.539608478546142578e-01;3.787885606288909912e-01;-2.449875883758068085e-02;1.511054039001464844e-01;4.600000000000000000e+01;4.720000000000000000e+02;1.313907516976775014e+01;6.027469633882380151e+01;2.508643726818906572e+01;2.011080101000000000e+09;1.000000000000000000e+00;5.006711649489729439e+02;2.149879585178346986e+02
2.306656381889605200e+03;1.046073849855789604e+03;2.184830000000000000e+05;3.117478191852569580e-01;-7.464739680290222168e-02;-9.472280740737915039e-01;7.535655498504638672e-01;3.179500699043273926e-01;-7.471689581871032715e-02;1.576996445655822754e-01;4.600000000000000000e+01;4.720000000000000000e+02;1.313111171619906337e+01;6.027469726495073843e+01;2.508643430924772488e+01;2.011080101000000000e+09;1.000000000000000000e+00;4.664022535435555028e+02;2.439614404897205020e+02
2.306673050513006274e+03;1.046255651731491753e+03;2.184840000000000000e+05;3.227711319923400879e-01;-5.214442033320665359e-03;-9.464626908302307129e-01;7.944661974906921387e-01;3.286605179309844971e-01;-5.214465782046318054e-03;1.490327715873718262e-01;4.600000000000000000e+01;4.720000000000000000e+02;1.312323893820286891e+01;6.027469818975232130e+01;2.508643136144278074e+01;2.011080101000000000e+09;1.000000000000000000e+00;4.740464840920949996e+02;2.077136236619763565e+02
2.306689719136407803e+03;1.046437453607198904e+03;2.184850000000000000e+05;3.024428486824035645e-01;-6.864511873573064804e-03;-9.531428217887878418e-01;7.261535525321960449e-01;3.072619736194610596e-01;-6.864565890282392502e-03;1.485690176486968994e-01;4.600000000000000000e+01;4.720000000000000000e+02;1.311536616020645951e+01;6.027469911455391127e+01;2.508642841363783660e+01;2.011080101000000000e+09;1.000000000000000000e+00;4.623606540518222232e+02;2.095711987684197766e+02
2.306706387759808877e+03;1.046619255482901281e+03;2.184860000000000000e+05;2.972202599048614502e-01;-1.367062702775001526e-02;-9.547110795974731445e-01;7.614274024963378906e-01;3.018091320991516113e-01;-1.367105264216661453e-02;1.396278440952301025e-01;4.600000000000000000e+01;4.710000000000000000e+02;1.310749338221026683e+01;6.027470003935550125e+01;2.508642546583289246e+01;2.011080101000000000e+09;1.000000000000000000e+00;4.592275159717488577e+02;2.133593801537445529e+02
2.306723056383209951e+03;1.046801057358603430e+03;2.184870000000000000e+05;3.318437635898590088e-01;-3.869937732815742493e-02;-9.425402283668518066e-01;7.767114639282226562e-01;3.385211527347564697e-01;-3.870904445648193359e-02;1.495189964771270752e-01;4.600000000000000000e+01;4.710000000000000000e+02;1.309962060421407237e+01;6.027470096415708412e+01;2.508642251802794831e+01;2.011080101000000000e+09;1.000000000000000000e+00;4.785714945014730688e+02;2.246011274109623344e+02
2.306739725006611025e+03;1.046982859234305806e+03;2.184880000000000000e+05;2.958969771862030029e-01;-1.851367950439453125e-02;-9.550404548645019531e-01;7.792136073112487793e-01;3.004474937915802002e-01;-1.851473748683929443e-02;1.452742964029312134e-01;4.600000000000000000e+01;4.700000000000000000e+02;1.309174782621787969e+01;6.027470188895867409e+01;2.508641957022300417e+01;2.011080101000000000e+09;1.000000000000000000e+00;4.583693540389188001e+02;2.159381234404793020e+02
2.306756393630012099e+03;1.047164661110007955e+03;2.184900000000000000e+05;2.841775417327880859e-01;-2.222990430891513824e-02;-9.585139155387878418e-01;7.508218884468078613e-01;2.882217764854431152e-01;-2.223173528909683228e-02;1.442100107669830322e-01;4.600000000000000000e+01;4.710000000000000000e+02;1.308387504822168523e+01;6.027470281376026406e+01;2.508641662241806003e+01;2.011080101000000000e+09;1.000000000000000000e+00;4.515999782909393616e+02;2.183653723486674210e+02
2.306773062253413627e+03;1.047346462985715334e+03;2.184900000000000000e+05;2.615251541137695312e-01;-1.617171801626682281e-02;-9.650611877441406250e-01;7.546666860580444336e-01;2.646374702453613281e-01;-1.617242395877838135e-02;1.567964702844619751e-01;4.600000000000000000e+01;4.700000000000000000e+02;1.307600227022527584e+01;6.027470373856185404e+01;2.508641367461311589e+01;2.011080101000000000e+09;1.000000000000000000e+00;4.388238222357293239e+02;2.160698440447785345e+02
2.306789730876814701e+03;1.047528264861417483e+03;2.184910000000000000e+05;2.615251541137695312e-01;-1.617171801626682281e-02;-9.650611877441406250e-01;7.546666860580444336e-01;2.646374702453613281e-01;-1.617242395877838135e-02;1.567964702844619751e-01;4.600000000000000000e+01;4.700000000000000000e+02;1.306812949222908316e+01;6.027470466336343691e+01;2.508641072680817175e+01;2.011080101000000000e+09;1.000000000000000000e+00;4.388238222357293239e+02;2.160698440447785345e+02
2.306806399500215775e+03;1.047710066737119860e+03;2.184920000000000000e+05;2.807803452014923096e-01;-9.899101220071315765e-03;-9.597210288047790527e-01;7.274754643440246582e-01;2.846213877201080322e-01;-9.899262338876724243e-03;1.509231477975845337e-01;4.600000000000000000e+01;4.700000000000000000e+02;1.306025671423288870e+01;6.027470558816502688e+01;2.508640777900322760e+01;2.011080101000000000e+09;1.000000000000000000e+00;4.499212751436377857e+02;2.120856349276735955e+02
2.306823068123616849e+03;1.047891868612822009e+03;2.184930000000000000e+05;3.435038030147552490e-01;-2.663598954677581787e-02;-9.387735128402709961e-01;7.934109568595886230e-01;3.507750034332275391e-01;-2.663913927972316742e-02;1.484588831663131714e-01;4.600000000000000000e+01;4.700000000000000000e+02;1.305238393623669602e+01;6.027470651296661686e+01;2.508640483119828346e+01;2.011080101000000000e+09;1.000000000000000000e+00;4.855173015546857300e+02;2.177204308827325860e+02
2.306839736747018378e+03;1.048073670488529388e+03;2.184940000000000000e+05;2.778940796852111816e-01;-9.189313277602195740e-03;-9.605677723884582520e-01;7.327476739883422852e-01;2.816133499145507812e-01;-9.189442731440067291e-03;1.484588831663131714e-01;4.500000000000000000e+01;4.700000000000000000e+02;1.304451115824028662e+01;6.027470743776819972e+01;2.508640188339333932e+01;2.011080101000000000e+09;1.000000000000000000e+00;4.482910380305277158e+02;2.118288495985808026e+02
2.306856405370419452e+03;1.048255472364231537e+03;2.184960000000000000e+05;3.367673754692077637e-01;-6.417226791381835938e-02;-9.393985867500305176e-01;8.156928420066833496e-01;3.442204296588897705e-01;-6.421639770269393921e-02;1.482354700565338135e-01;4.500000000000000000e+01;4.700000000000000000e+02;1.303663838024409216e+01;6.027470836256978970e+01;2.508639893558839518e+01;2.011080101000000000e+09;1.000000000000000000e+00;4.809428473609297612e+02;2.373433852971434987e+02
2.306873073993820526e+03;1.048437274239933913e+03;2.184960000000000000e+05;2.919329404830932617e-01;-2.407413534820079803e-02;-9.561357498168945312e-01;7.597231268882751465e-01;2.963356971740722656e-01;-2.407645992934703827e-02;1.467679440975189209e-01;4.500000000000000000e+01;4.700000000000000000e+02;1.302876560224789948e+01;6.027470928737137967e+01;2.508639598778345103e+01;2.011080101000000000e+09;1.000000000000000000e+00;4.559898170249775262e+02;2.189966958502680825e+02
2.306889742617221600e+03;1.048619076115636062e+03;2.184970000000000000e+05;2.919329404830932617e-01;-2.407413534820079803e-02;-9.561357498168945312e-01;7.597231268882751465e-01;2.963356971740722656e-01;-2.407645992934703827e-02;1.467679440975189209e-01;4.500000000000000000e+01;4.700000000000000000e+02;1.302089282425170502e+01;6.027471021217296965e+01;2.508639303997850689e+01;2.011080101000000000e+09;1.000000000000000000e+00;4.559898170249775262e+02;2.189966958502680825e+02
2.306906411240622674e+03;1.048800877991338439e+03;2.184980000000000000e+05;2.992510795593261719e-01;-4.400047659873962402e-02;-9.531593322753906250e-01;7.743720412254333496e-01;3.042117059230804443e-01;-4.401468858122825623e-02;1.481093019247055054e-01;4.500000000000000000e+01;4.700000000000000000e+02;1.301302004625551234e+01;6.027471113697455252e+01;2.508639009217356275e+01;2.011080101000000000e+09;1.000000000000000000e+00;4.597832407274784714e+02;2.289496408441039819e+02
2.306923079864024203e+03;1.048982679867045590e+03;2.184990000000000000e+05;2.926567792892456055e-01;-5.837938562035560608e-02;-9.544337987899780273e-01;7.535846233367919922e-01;2.975270152091979980e-01;-5.841260030865669250e-02;1.534519642591476440e-01;4.500000000000000000e+01;4.700000000000000000e+02;1.300514726825910294e+01;6.027471206177614249e+01;2.508638714436861861e+01;2.011080101000000000e+09;1.000000000000000000e+00;4.557528537196837988e+02;2.365917435770165582e+02
2.306939748487425277e+03;1.049164481742747967e+03;2.185000000000000000e+05;3.052880167961120605e-01;-5.710802972316741943e-02;-9.505460858345031738e-01;7.525506615638732910e-01;3.107649683952331543e-01;-5.713911727070808411e-02;1.482371687889099121e-01;4.500000000000000000e+01;4.700000000000000000e+02;1.299727449026291026e+01;6.027471298657773247e+01;2.508638419656367446e+01;2.011080101000000000e+09;1.000000000000000000e+00;4.629990808619911604e+02;2.353739220161587298e+02
2.306956417110826351e+03;1.049346283618450116e+03;2.185020000000000000e+05;3.269091546535491943e-01;-1.211965978145599365e-01;-9.372522830963134766e-01;6.963871717453002930e-01;3.356011509895324707e-01;-1.214952841401100159e-01;1.562632918357849121e-01;4.500000000000000000e+01;4.690000000000000000e+02;1.298940171226671580e+01;6.027471391137931533e+01;2.508638124875873032e+01;2.011080101000000000e+09;1.000000000000000000e+00;4.744391956873330400e+02;2.663959835543969348e+02
2.306973085734227425e+03;1.049528085494152492e+03;2.185020000000000000e+05;3.170261383056640625e-01;-1.231184080243110657e-01;-9.403915405273437500e-01;7.034008502960205078e-01;3.251559436321258545e-01;-1.234315931797027588e-01;1.558806598186492920e-01;4.500000000000000000e+01;4.690000000000000000e+02;1.298152893427052135e+01;6.027471483618090531e+01;2.508637830095378618e+01;2.011080101000000000e+09;1.000000000000000000e+00;4.687413193178447273e+02;2.678593768178352548e+02
2.306989754357628954e+03;1.049709887369859644e+03;2.185030000000000000e+05;3.170261383056640625e-01;-1.231184080243110657e-01;-9.403915405273437500e-01;7.034008502960205078e-01;3.251559436321258545e-01;-1.234315931797027588e-01;1.558806598186492920e-01;4.500000000000000000e+01;4.690000000000000000e+02;1.297365615627411373e+01;6.027471576098249528e+01;2.508637535314884204e+01;2.011080101000000000e+09;1.000000000000000000e+00;4.687413193178447273e+02;2.678593768178352548e+02
2.307006422981030028e+03;1.049891689245562020e+03;2.185040000000000000e+05;2.686423659324645996e-01;-7.281915098428726196e-02;-9.604835510253906250e-01;7.368644475936889648e-01;2.727257609367370605e-01;-7.288365811109542847e-02;1.545900404453277588e-01;4.500000000000000000e+01;4.670000000000000000e+02;1.296578337827791927e+01;6.027471668578408526e+01;2.508637240534389790e+01;2.011080101000000000e+09;1.000000000000000000e+00;4.418122115220062938e+02;2.448796267899346901e+02
2.307023091604431102e+03;1.050073491121264169e+03;2.185050000000000000e+05;3.159537613391876221e-01;-6.595531105995178223e-02;-9.464793205261230469e-01;7.373659610748291016e-01;3.221884965896606445e-01;-6.600321829319000244e-02;1.461060494184494019e-01;4.500000000000000000e+01;4.670000000000000000e+02;1.295791060028172659e+01;6.027471761058566813e+01;2.508636945753895375e+01;2.011080101000000000e+09;1.000000000000000000e+00;4.689572357572876626e+02;2.393544103622124624e+02
2.307039760227832176e+03;1.050255292996966546e+03;2.185060000000000000e+05;2.837405502796173096e-01;-5.269847810268402100e-02;-9.574519395828247070e-01;8.004899621009826660e-01;2.881045043468475342e-01;-5.272290110588073730e-02;1.496465802192687988e-01;4.500000000000000000e+01;4.670000000000000000e+02;1.295003782228553213e+01;6.027471853538725810e+01;2.508636650973400961e+01;2.011080101000000000e+09;1.000000000000000000e+00;4.507633496097197963e+02;2.340688883868524783e+02
2.307056428851233250e+03;1.050437094872668695e+03;2.185070000000000000e+05;2.675279974937438965e-01;-3.035021945834159851e-02;-9.630720019340515137e-01;7.796558737754821777e-01;2.709545493125915527e-01;-3.035488165915012360e-02;1.413990110158920288e-01;4.500000000000000000e+01;4.660000000000000000e+02;1.294216504428933767e+01;6.027471946018884807e+01;2.508636356192906547e+01;2.011080101000000000e+09;1.000000000000000000e+00;4.419487064320553031e+02;2.232100952603997541e+02
2.307073097474634778e+03;1.050618896748376073e+03;2.185080000000000000e+05;2.847278118133544922e-01;-4.285573959350585938e-02;-9.576499462127685547e-01;8.115573525428771973e-01;2.889956235885620117e-01;-4.286886751651763916e-02;1.495025455951690674e-01;4.500000000000000000e+01;4.650000000000000000e+02;1.293429226629293005e+01;6.027472038499043094e+01;2.508636061412412488e+01;2.011080101000000000e+09;1.000000000000000000e+00;4.515081558824441572e+02;2.289877450887060206e+02
2.307089766098035852e+03;1.050800698624078223e+03;2.185090000000000000e+05;3.038715720176696777e-01;-6.451942771673202515e-02;-9.505258202552795410e-01;6.989964246749877930e-01;3.094197809696197510e-01;-6.456427276134490967e-02;1.440891921520233154e-01;4.500000000000000000e+01;4.650000000000000000e+02;1.292641948829673559e+01;6.027472130979202092e+01;2.508635766631918074e+01;2.011080101000000000e+09;1.000000000000000000e+00;4.620597261369878197e+02;2.392097885857216113e+02
2.307106434721436926e+03;1.050982500499780599e+03;2.185100000000000000e+05;2.657811045646667480e-01;-3.251031506806612015e-03;-9.640279412269592285e-01;7.719739675521850586e-01;2.690155208110809326e-01;-3.251037327572703362e-03;1.418990343809127808e-01;4.500000000000000000e+01;4.650000000000000000e+02;1.291854671030054291e+01;6.027472223459361089e+01;2.508635471851423659e+01;2.011080101000000000e+09;1.000000000000000000e+00;4.415225831083000685e+02;2.091755444363994627e+02
2.307123103344838000e+03;1.051164302375482748e+03;2.185110000000000000e+05;2.662357687950134277e-01;-1.121167242527008057e-01;-9.573653340339660645e-01;7.769206166267395020e-01;2.712386846542358398e-01;-1.123529523611068726e-01;1.494265645742416382e-01;4.500000000000000000e+01;4.650000000000000000e+02;1.291067393230434845e+01;6.027472315939519376e+01;2.508635177070929245e+01;2.011080101000000000e+09;1.000000000000000000e+00;4.398596056018312765e+02;2.646376027562769195e+02
2.307139771968239529e+03;1.051346104251189900e+03;2.185120000000000000e+05;2.520428001880645752e-01;-2.275614254176616669e-02;-9.674484729766845703e-01;7.823206782341003418e-01;2.548581063747406006e-01;-2.275810763239860535e-02;1.461279392242431641e-01;4.500000000000000000e+01;4.650000000000000000e+02;1.290280115430794083e+01;6.027472408419678374e+01;2.508634882290434831e+01;2.011080101000000000e+09;1.000000000000000000e+00;4.332996331970132928e+02;2.198050583230052837e+02
2.307156440591640603e+03;1.051527906126892276e+03;2.185140000000000000e+05;2.435207664966583252e-01;-1.368500143289566040e-01;-9.601925611495971680e-01;7.974069118499755859e-01;2.483796030282974243e-01;-1.372808218002319336e-01;1.525463312864303589e-01;4.500000000000000000e+01;4.660000000000000000e+02;1.289492837631174638e+01;6.027472500899837371e+01;2.508634587509940417e+01;2.011080101000000000e+09;1.000000000000000000e+00;4.266507464084855883e+02;2.775657213049566963e+02
2.307173109215041677e+03;1.051709708002594652e+03;2.185140000000000000e+05;2.726552784442901611e-01;-2.323108538985252380e-02;-9.618312716484069824e-01;8.775574564933776855e-01;2.762283086776733398e-01;-2.323317714035511017e-02;1.611794531345367432e-01;4.500000000000000000e+01;4.650000000000000000e+02;1.288705559831555192e+01;6.027472593379996368e+01;2.508634292729446003e+01;2.011080101000000000e+09;1.000000000000000000e+00;4.450112406766954791e+02;2.193360979935024204e+02
2.307189777838442751e+03;1.051891509878296802e+03;2.185150000000000000e+05;2.726552784442901611e-01;-2.323108538985252380e-02;-9.618312716484069824e-01;8.775574564933776855e-01;2.762283086776733398e-01;-2.323317714035511017e-02;1.611794531345367432e-01;4.500000000000000000e+01;4.660000000000000000e+02;1.287918282031935924e+01;6.027472685860154655e+01;2.508633997948951588e+01;2.011080101000000000e+09;1.000000000000000000e+00;4.450112406766954791e+02;2.193360979935024204e+02
2.307206446461844280e+03;1.052073311754003953e+03;2.185170000000000000e+05;2.563895285129547119e-01;-7.654498517513275146e-02;-9.635378718376159668e-01;7.556371092796325684e-01;2.600655853748321533e-01;-7.661993056535720825e-02;1.446073800325393677e-01;4.500000000000000000e+01;4.660000000000000000e+02;1.287131004232294984e+01;6.027472778340313653e+01;2.508633703168457174e+01;2.011080101000000000e+09;1.000000000000000000e+00;4.347830559557506263e+02;2.471899936756700811e+02
2.307223115085245354e+03;1.052255113629706329e+03;2.185170000000000000e+05;2.497293502092361450e-01;-1.887175813317298889e-02;-9.681317806243896484e-01;7.741863727569580078e-01;2.524466812610626221e-01;-1.887287758290767670e-02;1.459847539663314819e-01;4.500000000000000000e+01;4.660000000000000000e+02;1.286343726432675716e+01;6.027472870820472650e+01;2.508633408387962760e+01;2.011080101000000000e+09;1.000000000000000000e+00;4.320665422600762895e+02;2.178612601176049850e+02
2.307239783708646428e+03;1.052436915505408479e+03;2.185180000000000000e+05;2.497293502092361450e-01;-1.887175813317298889e-02;-9.681317806243896484e-01;7.741863727569580078e-01;2.524466812610626221e-01;-1.887287758290767670e-02;1.459847539663314819e-01;4.500000000000000000e+01;4.670000000000000000e+02;1.285556448633056270e+01;6.027472963300630937e+01;2.508633113607468346e+01;2.011080101000000000e+09;1.000000000000000000e+00;4.320665422600762895e+02;2.178612601176049850e+02
2.307256452332047502e+03;1.052618717381110855e+03;2.185190000000000000e+05;2.582281529903411865e-01;-3.423267230391502380e-02;-9.654772877693176270e-01;7.916076779365539551e-01;2.613444626331329346e-01;-3.423936292529106140e-02;1.590542644262313843e-01;4.500000000000000000e+01;4.670000000000000000e+02;1.284769170833436824e+01;6.027473055780789934e+01;2.508632818826973931e+01;2.011080101000000000e+09;1.000000000000000000e+00;4.365833332009751757e+02;2.255384945807605561e+02
